,Name,metascore,userscore
3740,EverQuest: The Scars of Velious,82.0,7.2
3741,EverQuest: The Shadows of Luclin,83.0,7.2
3742,Everblue 2,59.0,8.0
3743,Evergrace,59.0,7.1
3744,Everhood,83.0,7.8
3745,Everreach: Project Eden,47.5,4.6
3746,Every Extend Extra,74.0,7.3
3747,Every Extend Extra Extreme,78.0,7.2
3748,Everybody Dance,66.0,7.0
3749,Everybody's Golf,78.0,7.5
3750,Everybody's Golf VR,74.0,8.0
3751,Everybody's Gone to the Rapture,77.0,6.05
3752,Everyday Shooter,76.0,7.133333333333333
3753,Evidence: The Last Ritual,74.0,7.2
3754,Evil Dead: A Fistful of Boomstick,56.5,8.25
3755,Evil Dead: Hail to the King,46.666666666666664,6.3
3756,Evil Dead: Regeneration,67.66666666666667,7.866666666666667
3757,Evil Dead: The Game,76.0,5.3999999999999995
3758,Evil Genius,75.0,8.4
3759,Evil Genius 2: World Domination,75.0,4.9
3760,Evil Inside,45.0,3.0500000000000003
3761,Evil Islands: Curse of the Lost Soul,74.0,8.3
3762,Evil West,73.0,8.233333333333333
3763,Evochron Mercenary,70.0,7.6
3764,Evoland,61.0,6.7
3765,Evoland 2: A Slight Case of Spacetime Continuum Disorder,74.0,7.3
3766,Evolution Skateboarding,44.0,7.25
3767,Evolution Worlds,63.0,8.3
3768,Evolve,75.66666666666667,4.566666666666666
3769,Excave,43.0,6.5
3770,Exception,68.0,7.3
3771,Excite Truck,72.0,8.3
3772,Excitebike 64,88.0,8.1
3773,Excitebike: World Rally,70.0,7.5
3774,Excitebots: Trick Racing,77.0,8.2
3775,Exerbeat,60.0,7.0
3776,Exile's End,55.666666666666664,6.6
3777,Eximius: Seize the Frontline,53.0,6.0
3778,Exist Archive: The Other Side of the Sky,68.5,7.55
3779,Exit,76.0,7.800000000000001
3780,Exit DS,64.0,5.7
3781,Exit the Gungeon,72.5,6.7
3782,Exo One,81.0,6.9
3783,Expand,76.0,7.55
3784,Expeditions: Conquistador,77.0,8.0
3785,Expeditions: Rome,80.0,7.7
3786,Expeditions: Viking,74.0,8.1
3787,Explodemon,65.0,7.7
3788,Extermination,67.0,7.9
3789,Extinction,50.0,1.8333333333333333
3790,Extreme Exorcism,73.0,6.8
3791,Extreme-G,82.0,8.5
3792,EyePet,63.5,7.7
3793,EyePet & Friends,65.0,4.7
3794,EyePet: Move Edition,70.0,4.1
3795,EyeToy: AntiGrav,71.0,7.4
3796,EyeToy: Groove,73.0,7.8
3797,EyeToy: Kinetic,78.0,7.5
3798,EyeToy: Play,80.0,7.5
3799,EyeToy: Play 2,78.0,6.8
3800,F-14 Tomcat,67.0,8.0
3801,F-Zero GP Legend,77.0,8.3
3802,F-Zero GX,89.0,8.6
3803,F-Zero X,85.0,8.25
3804,F-Zero: Maximum Velocity,86.0,7.7
3805,F.E.A.R.,81.66666666666667,7.8
3806,F.E.A.R. 2: Project Origin,78.33333333333333,7.8999999999999995
3807,F.E.A.R. 2: Reborn,57.0,6.2
3808,F.E.A.R. 3,74.33333333333333,6.666666666666667
3809,F.E.A.R. Combat,90.0,7.6
3810,F.E.A.R. Extraction Point,75.0,7.6
3811,F.E.A.R. Files,66.0,7.4
3812,F.E.A.R. Perseus Mandate,61.0,7.3
3813,F.I.S.T.: Forged In Shadow Torch,73.5,7.4
3814,F1 2001,81.66666666666667,6.766666666666666
3815,F1 2002,80.33333333333333,7.233333333333333
3816,F1 2009,68.5,7.050000000000001
3817,F1 2010,84.0,7.6000000000000005
3818,F1 2011,74.8,7.0200000000000005
3819,F1 2012,81.66666666666667,7.233333333333333
3820,F1 2013,77.66666666666667,6.666666666666667
3821,F1 2014,62.333333333333336,4.3999999999999995
3822,F1 2015,63.333333333333336,5.533333333333334
3823,F1 2016,84.33333333333333,7.833333333333333
3824,F1 2017,86.33333333333333,7.366666666666667
3825,F1 2018,83.66666666666667,7.766666666666667
3826,F1 2019,86.66666666666667,7.3999999999999995
3827,F1 2020,88.33333333333333,7.3999999999999995
3828,F1 2021,84.5,5.1000000000000005
3829,F1 22,81.0,3.6
3830,F1 Career Challenge,70.0,7.9
3831,F1 Challenge '99-'02,91.0,7.7
3832,F1 Championship Season 2000,69.0,7.6000000000000005
3833,F1 Manager 2022,79.0,6.2
3834,F1 Race Stars,62.333333333333336,5.8
3835,F1 Race Stars: Powered Up Edition,61.0,6.9
3836,F1 World Grand Prix,71.0,6.9
3837,F355 Challenge,85.0,8.1
3838,FAR: Changing Tides,73.0,6.266666666666667
3839,FAR: Lone Sails,82.33333333333333,7.0
3840,FAST - Racing League,73.0,7.8
3841,FAST Racing NEO,81.0,8.5
3842,FATE,80.0,7.7
3843,FATED: The Silent Oath,65.5,5.3
3844,FIFA 06 Soccer,75.0,7.6
3845,FIFA 06: Road to FIFA World Cup,62.0,6.1
3846,FIFA 07 Soccer,78.57142857142857,7.757142857142857
3847,FIFA 08 Soccer,77.0,6.5
3848,FIFA 14,86.4,4.475
3849,FIFA 15,82.0,4.475
3850,FIFA 16,82.33333333333333,3.96
3851,FIFA 17,84.33333333333333,4.22
3852,FIFA 18,82.66666666666667,3.3333333333333335
3853,FIFA 19,82.33333333333333,2.2399999999999998
3854,FIFA 20,76.66666666666667,1.5333333333333332
3855,FIFA 2001,83.0,7.3
3856,FIFA 2001 Major League Soccer,85.0,7.1
3857,FIFA 21,74.33333333333333,1.3
3858,FIFA 22,73.0,2.0
3859,FIFA 23,77.0,2.1333333333333333
3860,FIFA Manager 09,69.0,6.8
3861,FIFA Manager 10,75.0,5.5
3862,FIFA Manager 11,75.0,5.4
3863,FIFA Manager 12,72.0,4.5
3864,FIFA Manager 13,69.0,5.0
3865,FIFA Soccer,76.0,7.45
3866,FIFA Soccer 06,79.0,7.3999999999999995
3867,FIFA Soccer 08,77.83333333333333,6.983333333333333
3868,FIFA Soccer 09,83.5,7.133333333333333
3869,FIFA Soccer 09 All-Play,80.0,8.2
3870,FIFA Soccer 10,82.2,6.871428571428572
3871,FIFA Soccer 11,77.33333333333334,6.642857142857143
3872,FIFA Soccer 12,81.2,5.828571428571428
3873,FIFA Soccer 13,76.33333333333333,4.800000000000001
3874,FIFA Soccer 2002,80.25,7.025
3875,FIFA Soccer 2003,84.2,6.9799999999999995
3876,FIFA Soccer 2004,81.60000000000001,7.1000000000000005
3877,FIFA Soccer 2005,78.39999999999999,7.466666666666666
3878,FIFA Street,68.0,7.275
3879,FIFA Street 2,57.2,7.0
3880,FIFA Street 3,60.666666666666664,6.8500000000000005
3881,FIFA World Cup: Germany 2006,72.375,7.3374999999999995
3882,FIM Speedway Grand Prix 15,68.0,8.5
3883,FIVE: Guardians of David,66.0,6.8
3884,FLOCK!,68.0,5.6
3885,FLY'N,80.0,7.7
3886,FORCED,63.0,7.7
3887,FORCED SHOWDOWN,67.0,7.5
3888,FORM,79.0,5.3
3889,FOTONICA,71.0,7.2
3890,FOX n FORESTS,68.33333333333333,7.133333333333333
3891,FPS Creator,47.0,6.1
3892,FRACT OSC,75.0,6.1
3893,FRU,84.0,6.9
3894,FTL: Faster Than Light,84.0,8.3
3895,Fable,85.0,8.5
3896,Fable Anniversary,68.0,6.35
3897,Fable Fortune,66.5,7.4
3898,Fable Heroes,55.0,4.8
3899,Fable II,89.0,6.7
3900,Fable II Pub Games,53.0,6.1
3901,Fable II: Knothole Island,66.0,7.4
3902,Fable II: See the Future,62.0,6.7
3903,Fable III,77.5,6.1
3904,Fable III: Traitor's Keep Quest Pack,77.0,7.55
3905,Fable III: Understone Quest Pack,50.0,5.6
3906,Fable: The Journey,61.0,4.9
3907,Fable: The Lost Chapters,83.0,8.6
3908,Face Noir,59.0,6.1
3909,FaceBreaker,53.5,5.1
3910,FaceBreaker K.O. Party,61.0,6.1
3911,Faces of War,67.0,8.4
3912,Factorio,90.0,8.1
3913,Factotum 90,71.0,5.9
3914,Fade to Silence,56.333333333333336,5.1000000000000005
3915,Fading Shadows,62.0,6.3
3916,Fae Tactics,77.0,6.4
3917,Faeria,81.0,7.5
3918,Faery: Legends of Avalon,57.666666666666664,6.266666666666667
3919,Fahrenheit: Indigo Prophecy Remastered,61.0,7.5
3920,Fairune,59.0,6.8
3921,Fairune 2,70.0,7.6
3922,Fairy Fencer F,65.5,7.65
3923,Fairy Fencer F: Advent Dark Force,71.0,7.1
3924,Fairy Tail,68.5,7.1
3925,Fairytale Fights,52.0,5.75
3926,Falcon 4.0,85.0,7.9
3927,Falcon 4.0: Allied Force,90.0,7.7
3928,Falcon Age,70.0,5.7
3929,Fall Guys,80.5,6.666666666666667
3930,Fall of Light,69.0,5.9
3931,Fallen Earth: Welcome to the Apocalypse,71.0,7.0
3932,Fallen Enchantress: Legendary Heroes,80.0,7.7
3933,Fallen Legion: Sins of an Empire,64.0,8.2
3934,Falling Skies: The Game,39.0,3.1
3935,Falling Stars,32.0,3.4
3936,Fallout,89.0,8.8
3937,Fallout 2,86.0,9.1
3938,Fallout 3,91.33333333333333,8.200000000000001
3939,Fallout 3 - Operation: Anchorage,66.0,6.266666666666667
3940,Fallout 3: Broken Steel,81.33333333333333,7.800000000000001
3941,Fallout 3: Mothership Zeta,66.5,6.266666666666667
3942,Fallout 3: Point Lookout,79.0,7.833333333333333
3943,Fallout 3: The Pitt,75.66666666666667,7.1000000000000005
3944,Fallout 4,86.33333333333333,6.333333333333333
3945,Fallout 4 VR,78.0,5.0
3946,Fallout 4: Automatron,70.0,5.7
3947,Fallout 4: Far Harbor,77.33333333333333,6.566666666666666
3948,Fallout 4: Nuka-World,71.0,5.566666666666666
3949,Fallout 4: Vault-Tec Workshop,60.0,3.3333333333333335
3950,Fallout 4: Wasteland Workshop,53.0,2.5
3951,Fallout 76,51.333333333333336,2.9666666666666663
3952,Fallout 76: Wastelanders,66.0,5.6000000000000005
3953,Fallout Shelter,63.0,6.066666666666666
3954,Fallout Tactics: Brotherhood of Steel,82.0,7.7
3955,Fallout: Brotherhood of Steel,65.0,4.75
3956,Fallout: New Vegas,83.33333333333333,8.733333333333333
3957,Fallout: New Vegas - Dead Money,69.33333333333333,6.5
3958,Fallout: New Vegas - Honest Hearts,65.33333333333333,6.966666666666666
3959,Fallout: New Vegas - Lonesome Road,60.666666666666664,7.333333333333333
3960,Fallout: New Vegas - Old World Blues,82.0,7.866666666666666
3961,Family Feud: 2012 Edition,47.0,6.15
3962,Family Guy,51.333333333333336,5.8999999999999995
3963,Family Guy: Back to the Multiverse,40.333333333333336,4.966666666666667
3964,Family Party: 30 Great Games,42.0,2.3
3965,Family Party: 30 Great Games Obstacle Arcade,11.0,2.7
3966,Fantasia: Music Evolved,77.0,6.75
3967,Fantastic 4,61.4,6.0
3968,Fantastic Four: Rise of the Silver Surfer,40.4,5.58
3969,Fantastic Pets,66.0,7.5
3970,Fantasy General II: Invasion,80.0,8.200000000000001
3971,Fantasy Life,73.0,8.4
3972,Fantasy Wars,67.0,8.1
3973,Fantavision,72.0,7.2
3974,Far Cry,89.0,8.0
3975,Far Cry 2,85.0,6.5
3976,Far Cry 3,89.66666666666667,8.533333333333333
3977,Far Cry 3: Blood Dragon,81.0,8.24
3978,Far Cry 3: Classic Edition,70.0,8.1
3979,Far Cry 4,82.33333333333333,7.779999999999999
3980,Far Cry 4: Escape from Durgesh Prison,56.0,5.9
3981,Far Cry 4: Valley of the Yetis,75.0,7.359999999999999
3982,Far Cry 5,80.33333333333333,6.8999999999999995
3983,Far Cry 5: Hours of Darkness,63.5,5.133333333333333
3984,Far Cry 5: Lost on Mars,59.0,5.366666666666667
3985,Far Cry 6,74.0,4.7
3986,Far Cry 6 - Joseph: Collapse,59.0,5.7
3987,Far Cry 6 - Pagan: Control,68.0,5.2
3988,Far Cry 6 - Vaas: Insanity,76.0,3.6999999999999997
3989,Far Cry 6: Lost Between Worlds,63.0,3.0
3990,Far Cry Classic,58.0,6.7
3991,Far Cry Instincts,85.0,6.1
3992,Far Cry Instincts Evolution,78.0,6.8
3993,Far Cry Instincts Predator,78.0,6.5
3994,Far Cry New Dawn,73.0,4.766666666666667
3995,Far Cry Primal,75.66666666666667,6.8999999999999995
3996,Far Cry Vengeance,38.0,5.4
3997,Farm Together,77.0,7.35
3998,Farming Simulator,44.0,5.533333333333334
3999,Farming Simulator 15,57.333333333333336,6.4
4000,Farming Simulator 16,53.0,4.5
4001,Farming Simulator 17,67.66666666666667,7.1000000000000005
4002,Farming Simulator 18,66.0,6.5
4003,Farming Simulator 19,71.33333333333333,6.2
4004,Farming Simulator 2013,65.0,7.4
4005,Farming Simulator 22,78.0,4.2
4006,Farpoint,71.0,8.1
4007,Fashion Police Squad,71.0,7.400000000000001
4008,Fast & Furious Crossroads,39.333333333333336,2.1999999999999997
4009,Fast & Furious: Showdown,21.5,1.6600000000000001
4010,Fast Food Panic,57.0,7.5
4011,Fat Princess,79.0,8.2
4012,Fat Princess Adventures,63.0,7.1
4013,Fat Princess: Fistful of Cake,74.0,8.4
4014,Fatal Frame,75.5,8.7
4015,Fatal Frame II: Crimson Butterfly,81.0,8.9
4016,Fatal Frame II: Crimson Butterfly Director's Cut,84.0,8.6
4017,Fatal Frame III: The Tormented,78.0,8.9
4018,Fatal Frame: Maiden of Black Water,69.0,8.825
4019,Fatal Fury Special,63.0,7.5
4020,Fatal Fury: Battle Archives Volume 1,68.0,8.3
4021,Fatal Fury: Mark of the Wolves,86.0,8.1
4022,Fatal Inertia,61.0,4.4
4023,Fatal Inertia EX,63.0,5.1
4024,Fate of the Dragon,71.0,6.9
4025,Fate of the World,70.0,7.5
4026,Fate of the World: Tipping Point,69.0,7.3
4027,Fate/Extella Link,77.0,7.266666666666667
4028,Fate/Extella: The Umbral Star,67.0,7.3999999999999995
4029,Fate/Extra,58.0,8.1
4030,Fate/Unlimited Codes,72.0,8.2
4031,Fe,71.0,6.1000000000000005
4032,Fear Effect 2: Retro Helix,84.0,6.9
4033,Fear Effect Sedna,46.0,5.0
4034,Fear Factor: Unleashed,30.0,4.0
4035,Fearful Symmetry & The Cursed Prince,71.0,7.4
4036,Feeding Frenzy,65.0,7.2
4037,Feeding Frenzy 2: Shipwreck Showdown,65.0,7.349999999999999
4038,Feel the Magic: XY/XX,75.0,7.5
4039,Feist,59.333333333333336,6.3
4040,Felix the Reaper,70.0,7.066666666666666
4041,Fell Seal: Arbiter's Mark,84.66666666666667,6.7
4042,Fenix Furia,71.5,5.6
4043,Fenix Rage,75.0,6.9
4044,Ferrari Challenge Trofeo Pirelli,67.0,6.466666666666667
4045,Ferrari F355 Challenge,70.0,5.5
4046,Ferrari: The Race Experience,59.0,4.5
4047,Fester Mudd: Curse of the Gold - Episode 1,76.0,7.7
4048,Feudal Alloy,76.0,7.2
4049,Fez,90.25,6.38
4050,Fictorum,64.0,4.3
4051,Field Commander,77.0,7.9
4052,Field of Glory II,84.0,8.3
4053,Field of Glory II: Medieval,75.0,7.2
4054,Field of Glory: Empires,76.0,6.5
4055,Fieldrunners,81.0,6.449999999999999
4056,Fieldrunners 2,73.0,7.5
4057,Fight Club,36.5,4.7
4058,Fight Crab,60.0,7.2
4059,Fight Night 2004,85.0,8.5
4060,Fight Night Champion,85.0,7.35
4061,Fight Night Round 2,87.66666666666667,8.133333333333333
4062,Fight Night Round 3,82.0,8.3
4063,Fight Night Round 4,87.5,7.8
4064,Fight The Dragon,76.0,8.2
4065,Fight'N Rage,79.5,7.6000000000000005
4066,Fighter Destiny 2,54.0,6.5
4067,Fighter Maker 2,58.0,7.8
4068,Fighter Within,23.0,2.8
4069,Fighters Uncaged,32.0,4.6
4070,Fighting EX Layer,73.0,5.15
4071,Fighting Fantasy: The Warlock of Firetop Mountain,56.5,8.2
4072,Fighting Vipers,71.0,7.449999999999999
4073,Fights in Tight Spaces,78.0,6.9
4074,Figment,77.0,8.2
4075,Filament,82.0,6.1
4076,Filthy Lucre,61.0,6.4
4077,Fimbul,51.0,1.5
4078,Final Exam,61.0,6.466666666666666
4079,Final Fantasy,67.0,7.65
4080,Final Fantasy Anthology,80.0,8.7
4081,Final Fantasy Chronicles,89.0,8.8
4082,Final Fantasy Crystal Chronicles,80.0,8.9
4083,Final Fantasy Crystal Chronicles: Echoes of Time,69.5,7.0
4084,Final Fantasy Crystal Chronicles: My Life as a Darklord,73.0,7.4
4085,Final Fantasy Crystal Chronicles: My Life as a King,80.0,7.1
4086,Final Fantasy Crystal Chronicles: Remastered Edition,59.0,5.1
4087,Final Fantasy Crystal Chronicles: Ring of Fates,77.0,7.5
4088,Final Fantasy Crystal Chronicles: The Crystal Bearers,66.0,8.7
4089,Final Fantasy Explorers,69.0,8.4
4090,Final Fantasy Fables: Chocobo Tales,75.0,7.2
4091,Final Fantasy Fables: Chocobo's Dungeon,76.0,8.0
4092,Final Fantasy I & II: Dawn of Souls,79.0,8.0
4093,Final Fantasy II,63.0,6.8
4094,Final Fantasy II Pixel Remaster,77.0,4.5
4095,Final Fantasy III,72.5,7.833333333333333
4096,Final Fantasy III Pixel Remaster,79.0,5.2
4097,Final Fantasy IV,85.0,7.95
4098,Final Fantasy IV Advance,85.0,8.5
4099,Final Fantasy IV Pixel Remaster,83.0,7.7
4100,Final Fantasy IV: The After Years,69.0,6.7
4101,Final Fantasy IV: The Complete Collection,77.0,8.7
4102,Final Fantasy IX,87.66666666666667,8.55
4103,Final Fantasy Origins,79.0,8.5
4104,Final Fantasy Pixel Remaster,80.0,6.0
4105,Final Fantasy Tactics,83.0,9.1
4106,Final Fantasy Tactics A2: Grimoire of the Rift,80.0,8.8
4107,Final Fantasy Tactics Advance,87.0,9.0
4108,Final Fantasy Tactics: The War of the Lions,88.0,9.0
4109,Final Fantasy Type-0 HD,71.0,7.533333333333334
4110,Final Fantasy V Advance,83.0,8.2
4111,Final Fantasy V Pixel Remaster,82.0,7.7
4112,Final Fantasy VI Advance,92.0,8.7
4113,Final Fantasy VI Pixel Remaster,88.0,7.7
4114,Final Fantasy VII,92.0,8.1
4115,Final Fantasy VII Remake,87.0,8.1
4116,Final Fantasy VII Remake Intergrade,86.0,8.1
4117,Final Fantasy VII: Advent Children,88.0,7.6
4118,Final Fantasy VIII,90.0,8.8
4119,Final Fantasy VIII Remastered,78.33333333333333,6.366666666666667
4120,Final Fantasy X,92.0,8.9
4121,Final Fantasy X / X-2 HD Remaster,84.6,8.059999999999999
4122,Final Fantasy X-2,85.0,7.5
4123,Final Fantasy XI,78.66666666666667,7.133333333333333
4124,Final Fantasy XI: Chains of Promathia,75.0,8.45
4125,Final Fantasy XI: Treasures of Aht Urhgan,85.0,7.05
4126,Final Fantasy XI: Wings of the Goddess,63.0,7.0
4127,Final Fantasy XII,92.0,7.6
4128,Final Fantasy XII: Revenant Wings,81.0,8.9
4129,Final Fantasy XII: The Zodiac Age,83.0,8.299999999999999
4130,Final Fantasy XIII,76.66666666666667,6.233333333333333
4131,Final Fantasy XIII-2,77.66666666666667,6.6000000000000005
4132,Final Fantasy XIV Online,49.0,3.9
4133,Final Fantasy XIV Online: A Realm Reborn,82.33333333333333,7.3
4134,Final Fantasy XIV: Endwalker,92.0,9.35
4135,Final Fantasy XIV: Heavensward,86.0,8.833333333333334
4136,Final Fantasy XIV: Shadowbringers,90.5,8.899999999999999
4137,Final Fantasy XIV: Stormblood,88.0,8.9
4138,Final Fantasy XV,82.0,7.800000000000001
4139,Final Fantasy XV - Multiplayer Expansion: Comrades,60.0,8.95
4140,Final Fantasy XV Pocket Edition HD,68.0,7.65
4141,Final Fantasy XV: Episode Ardyn,60.0,8.55
4142,Final Fantasy XV: Episode Gladiolus,59.0,8.9
4143,Final Fantasy XV: Episode Prompto,65.0,8.95
4144,Final Fantasy XV: Royal Edition,77.0,9.0
4145,Final Fantasy XV: Windows Edition,85.0,8.2
4146,Final Fantasy: The 4 Heroes of Light,71.0,8.6
4147,Final Fight One,82.0,7.9
4148,Final Fight: Double Impact,78.0,7.45
4149,Final Fight: Streetwise,42.5,7.6
4150,Finding Nemo,62.5,6.766666666666667
4151,Finding Paradise,81.0,8.5
4152,Fire Emblem,88.0,9.1
4153,Fire Emblem Echoes: Shadows of Valentia,81.0,8.6
4154,Fire Emblem Fates: Birthright,86.0,7.9
4155,Fire Emblem Fates: Conquest,87.0,8.0
4156,Fire Emblem Fates: Revelation,88.0,7.2
4157,Fire Emblem Fates: Special Edition,88.0,7.8
4158,Fire Emblem Warriors,69.0,7.8
4159,Fire Emblem: Awakening,92.0,9.0
4160,Fire Emblem: Path of Radiance,85.0,9.1
4161,Fire Emblem: Radiant Dawn,78.0,8.8
4162,Fire Emblem: Shadow Dragon,81.0,7.1
4163,Fire Emblem: The Sacred Stones,85.0,9.0
4164,Fire Pro Wrestling,64.0,5.7
4165,Fire Pro Wrestling 2,72.0,8.3
4166,Fire Pro Wrestling Returns,78.0,8.6
4167,Fire Pro Wrestling World,79.0,7.55
4168,Fire: Ungh's Quest,64.0,6.5
4169,FirePower for Microsoft Combat Flight Simulator 3,88.0,4.9
4170,FireStarter,57.0,5.2
4171,Fireburst,47.0,4.05
4172,Firefall,60.0,6.8
4173,Firefighter F.D. 18,63.0,7.6
4174,Firewall Zero Hour,79.0,8.3
4175,Firewatch,80.66666666666667,6.666666666666667
4176,First Battalion,63.0,7.6
4177,Fish Tycoon,46.0,7.0
4178,Fish'em All!,53.0,6.8
4179,Fisherman's Challenge,67.0,6.8
4180,Fishing Master,58.0,8.1
4181,Fishing Resort,69.0,7.8
4182,Fishing: Barents Sea,69.0,6.2
4183,Fission Superstar X,69.0,7.2
4184,Fist Puncher,73.0,7.8
4185,Fist of Jesus,63.0,4.8
4186,Fist of the North Star: Ken's Rage,59.5,7.199999999999999
4187,Fist of the North Star: Ken's Rage 2,48.0,7.133333333333333
4188,Fist of the North Star: Lost Paradise,72.0,7.7
4189,Five Dates,71.5,6.266666666666667
4190,Five Nights at Freddy's,78.0,7.5
4191,Five Nights at Freddy's 2,62.0,7.5
4192,Five Nights at Freddy's 3,68.0,6.9
4193,Five Nights at Freddy's 4,51.0,6.3
4194,Five Nights at Freddy's VR: Help Wanted,80.0,7.9
4195,Five Nights at Freddy's: Security Breach,64.0,5.6
4196,Five Nights at Freddy's: Sister Location,62.0,5.966666666666666
4197,FixFox,76.0,7.3
4198,Flame Over,69.0,5.633333333333333
4199,Flanker 2.5,84.0,7.8
4200,Flash Focus: Vision Training in Minutes a Day,59.0,3.8
4201,Flashback,50.0,5.175
4202,FlatOut,71.0,7.6499999999999995
4203,FlatOut 2,74.0,7.966666666666666
4204,FlatOut 3: Chaos & Destruction,23.0,2.9
4205,FlatOut 4: Total Insanity,60.0,5.7
4206,FlatOut: Head On,74.0,8.4
4207,FlatOut: Ultimate Carnage,79.5,8.2
4208,Flight Simulator 2002,90.0,7.3
4209,Flight Simulator X: Acceleration,82.0,7.5
4210,FlingSmash,48.0,7.4
4211,Flinthook,78.33333333333333,6.433333333333334
4212,Flipnic: Ultimate Pinball,64.0,8.2
4213,Flipnote Studio,93.0,7.7
4214,Flipping Death,76.66666666666667,6.0
4215,Floating Cloud God Saves the Pilgrims,79.0,7.0
4216,Floating Cloud God Saves the Pilgrims in HD!,77.0,7.6
4217,Flock!,68.0,4.8
4218,Flockers,64.0,4.966666666666667
4219,Floigan Bros. Episode 1,64.0,7.2
4220,Floodland,73.0,5.3
4221,Flotilla,72.0,7.3
4222,"Flower, Sun, and Rain",54.0,8.6
4223,Flowerworks,73.0,7.8
4224,Fluidity,86.0,7.8
4225,Fluidity: Spin Cycle,78.0,6.6
4226,Flushed Away,45.0,5.05
4227,Fluster Cluck,37.0,4.1
4228,Flyboys Squadron,45.0,5.0
4229,Flyhunter Origins,58.0,7.0
4230,Flynn: Son of Crimson,82.33333333333333,6.966666666666666
4231,Flywrench,78.0,4.6
4232,Fobia - St. Dinfna Hotel,71.0,7.733333333333333
4233,Folklore,75.0,8.0
4234,Follia - Dear father,54.0,6.8
4235,Food Network: Cook or Be Cooked,53.0,6.8
4236,Football Drama,63.0,6.2
4237,Football Manager 2010,87.0,8.8
4238,Football Manager 2011,85.0,8.3
4239,Football Manager 2012,84.0,8.0
4240,Football Manager 2013,86.0,6.9
4241,Football Manager 2014,85.0,5.7
4242,Football Manager 2015,80.0,6.2
4243,Football Manager 2016,81.0,7.1
4244,Football Manager 2017,80.0,5.5
4245,Football Manager 2018,82.0,6.1
4246,Football Manager 2019,86.0,7.1
4247,Football Manager 2020,84.0,6.1
4248,Football Manager 2021,85.0,6.85
4249,Football Manager 2022,85.0,7.2
4250,Football Manager 2023,82.0,7.0
4251,Football Manager Classic 2014,67.0,7.3
4252,Football Manager Handheld 2010,69.0,6.6
4253,Football Manager Handheld 2011,77.0,7.3
4254,Football Manager Handheld 2012,66.0,7.3
4255,Football Manager Live,82.0,3.1
4256,Football Mogul 2007,45.0,5.8
4257,"Football, Tactics & Glory",72.0,7.3
4258,For Honor,77.66666666666667,5.733333333333333
4259,For Honor: Marching Fire,78.0,3.4
4260,For the King,79.0,6.8999999999999995
4261,Forager,78.0,6.7
4262,Ford Bold Moves Street Racing,48.5,5.3999999999999995
4263,Ford Mustang: The Legend Lives,56.5,7.25
4264,Ford Racing,52.0,5.0
4265,Ford Racing 2,56.5,8.549999999999999
4266,Ford Racing 3,52.333333333333336,7.85
4267,Ford Racing: Off Road,40.0,5.075
4268,Foreclosed,58.5,3.9500000000000006
4269,Foregone,71.66666666666667,6.2
4270,Foretales,74.0,7.3
4271,Forever Kingdom,64.0,8.4
4272,Forever Worlds - Enter the Unknown,31.0,3.8
4273,Forge (2012),65.0,7.5
4274,Forged of Blood,57.0,6.8
4275,Forgive me Father,71.0,6.8
4276,Forgotten Realms: Demon Stone,70.66666666666667,6.3999999999999995
4277,Forgotton Anne,79.0,7.566666666666666
4278,Formula Fusion,58.0,7.0
4279,Formula One 2001,73.0,6.5
4280,Formula One Championship Edition,74.0,8.2
4281,Forsaken 64,75.0,7.1
4282,Forsaken World,69.0,5.3
4283,Forspoken,63.0,1.8
4284,Fort Triumph,74.0,7.833333333333333
4285,Fortified,67.5,6.5
4286,Fortix,58.0,6.75
4287,Fortix 2,74.0,6.8
4288,Fortnite,81.33333333333333,3.766666666666667
4289,Fortress,64.0,7.8
4290,Forts,74.0,8.5
4291,Fortune Street,68.0,7.6
4292,Fortune Summoners: Secret of the Elemental Stone,60.0,7.6
4293,Forza Horizon,85.0,8.6
4294,Forza Horizon 2,86.0,6.9
4295,Forza Horizon 2 Presents Fast & Furious,61.0,7.75
4296,Forza Horizon 2: Storm Island,82.0,7.6
4297,Forza Horizon 3,88.5,7.6
4298,Forza Horizon 3: Blizzard Mountain,87.0,7.15
